,displayName,description,abbreviation,value,perGameValue,rank,teamName
22,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0.0,,1.0,Jaguars
23,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTC,-1.0,-1.0,1.0,Jaguars
24,Two Point Rush,The number of rushes on 2-point attempts.,2PTR,1.0,,4.0,Jaguars
25,Two Point Rush Attempts,The number of times a 2-point conversion is attempted with a rush.,CMP,1.0,,8.0,Jaguars
26,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0.0,,1.0,Jaguars
27,Yards Per Game,The average number of yards per game.,YDS/G,368.471,,11.0,Jaguars
28,Yards Per Rush Attempt,The average number of yards per rush attempt.,AVG,4.723,4.663000106811523,9.0,Jaguars
0,Average Gain,The average gained yards per position.,AG,581.897,,9.0,Jaguars
1,ESPN Widereceiver Rating,The ESPN Widereceiver Rating.,ESPNWR,6993.0,,10.0,Jaguars
2,Long Reception,The amount of yards for the longest reception.,LNG,59.0,34.0,23.0,Jaguars
3,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0.0,,1.0,Jaguars
4,Net Total Yards,The amount of total net yards.,NTYDS,6075.0,,9.0,Jaguars
5,Net Yards Per Game,The total net yards gained per game.,CMP,357.35294,,10.0,Jaguars
6,20+ Yard Receiving Plays,The number of receiving big plays gained.,BIG,55.0,,9.0,Jaguars
7,Receiving First Downs,The number of times a first down is picked up by a reception.,FD,208.0,,9.0,Jaguars
8,Receiving Fumbles,The number of times a reception is made and then the ball is fumbled.,FUM,10.0,,8.0,Jaguars
9,Receiving Fumbles Lost,The number of times a reception is made and the balled is fumbled and recovered by the opposing team.,LST,6.0,,5.0,Jaguars
10,Receiving Targets,The number of times a receiver is thrown to.,TGTS,574.0,33.0,9.0,Jaguars
11,Receiving Touchdowns,The total number of receiving touchdowns.,TD,25.0,1.0,14.0,Jaguars
12,Receiving Yards,The total receiving yards.,YDS,4148.0,244.0,12.0,Jaguars
13,Receiving Yards After Catch,The number of yards gained after the catch has been made.,YAC,2022.0,118.0,10.0,Jaguars
14,Receiving Yards At Catch,The number of yards gained at the time the catch is made.,Y@C,2126.0,,16.0,Jaguars
15,Receiving Yards Per Game,The average number of receiving yards per game.,YDS/G,244.0,,12.0,Jaguars
16,Receptions,The total number of receptions.,REC,394.0,23.0,9.0,Jaguars
17,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Jaguars
18,Total Offensive Plays,The number of offenseive plays run.,OP,1072.0,62.0,53.0,Jaguars
19,Total Points,The number of total points earned.,PTS,404.0,23.0,10.0,Jaguars
20,Total Points Per Game,The average number of points scored per game.,TP/G,23.765,,10.0,Jaguars
21,Total Touchdowns,The number of total Touchdowns scored.,TD,45.0,2.0,10.0,Jaguars
22,Total Yards,The number of total yards gained.,TYDS,6264.0,357.0,10.0,Jaguars
23,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0.0,,1.0,Jaguars
24,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTC,-1.0,-1.0,1.0,Jaguars
25,Two Point Receptions,The number of receptions on 2-point attempts.,2PTR,3.0,,1.0,Jaguars
26,Two Point Reception Attempts,The number of times a 2-point conversion is attempted with a reception.,CMP,6.0,1.0,1.0,Jaguars
27,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0.0,,1.0,Jaguars
28,Yards Per Game,The average number of yards per game.,YDS/G,368.471,,11.0,Jaguars
29,Yards Per Reception,The average number of yards per reception.,AVG,10.528,10.626999855041504,24.0,Jaguars
0,Assist Tackles,The number of assists on tackles.,AST,473.0,25.0,9.0,Jaguars
1,Average Interception Yards,The average number of return yards per interception.,AVG,16.571,18.299999237060547,7.0,Jaguars
2,Average Sack Yards,The average number of yards lost per sack.,YDS/SACK,5.8,5.841000080108643,30.0,Jaguars
3,Average Stuff Yards,The average number of yards lost per stuff.,YDS/STF,3.733,,28.0,Jaguars
4,Block Field Goal Touchdown,The number of blocked field goals that were returned for a touchdown.,BFGTD,0.0,,2.0,Jaguars
5,Blocked Punt Touchdowns,The number of blocked punts that were returned for touchdowns.,BPTD,0.0,,7.0,Jaguars
6,Defensive Touchdown,The number of touchdowns recorded on defense.,TD,4.0,,3.0,Jaguars
7,Hurries,The number of times that the quarterback is hurried.,HUR,0.0,,1.0,Jaguars
8,Kicks Blocked,The number of times a kick was blocked.,KB,0.0,,28.0,Jaguars
9,Long Interception,The amount of yards of the longest interception return.,LNG,59.0,,8.0,Jaguars
10,Miscellaneous Touchdowns,The number of miscellaneous touchdowns.,MISCTD,0.0,,6.0,Jaguars
11,Passes Batted Down,The number of passes that were batted down.,BATD,0.0,,1.0,Jaguars
12,Passes Defended,The total number of passes defended.,PD,95.0,5.0,1.0,Jaguars
13,Two Point Returns,The number of two point attempts that is returned by the defense.,2PTR,0.0,,1.0,Jaguars
14,Sacks,The total number of sacks.,SACK,35.0,2.059000015258789,25.0,Jaguars
15,Sack Yards,The number of yards lost from sacks.,SCKYDS,203.0,11.940999984741211,28.0,Jaguars
16,Safeties,The number of times the offense is tackled in their own endzone.,SAFE,0.0,,10.0,Jaguars
17,Solo Tackles,The number of times a tackle was made unassisted.,SOLO,809.0,43.0,29.0,Jaguars
18,Stuffs,The number of times that a runner is stuffed at or behind the line of scrimmage.,STF,45.0,4.0,8.0,Jaguars
19,Stuff Yards,The number of yards lost from stuffs.,STFYDS,168.0,,28.0,Jaguars
20,Tackles For Loss,The number of tackles that result in a loss of yardage.,TFL,80.0,4.705999851226807,13.0,Jaguars
21,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Jaguars
22,Total Tackles,The total number of tackles.,TOT,1282.0,68.0,38.0,Jaguars
23,Yards Allowed,Yards allowed,YA,0.0,,1.0,Jaguars
24,Points Allowed,Points allowed,PA,0.0,,1.0,Jaguars
25,One Point Safeties Made,One Point Safeties Made,OPSM,0.0,,1.0,Jaguars
0,Interceptions,The total number of interceptions.,INT,14.0,,12.0,Jaguars
1,Interception Touchdowns,The number of times an interception is returned for a touchdown.,TD,2.0,,3.0,Jaguars
2,Interception Yards,The number of yards gained after an interception.,YDS,232.0,13.0,7.0,Jaguars
0,Average Kickoff Return Yards,The average number of yards per kickoff return.,YDS/KR,24.862,17.583999633789062,14.0,Jaguars
1,Average Kickoff Yards,The average number of yards per kickoff.,YDS/K,61.124,27.20800018310547,13.0,Jaguars
2,Extra Point Attempts,The number of extra point attempts.,XPA,37.0,2.0,6.0,Jaguars
3,Extra Point Percentage,The percentage of extra point attempts that are converted.,XP%,97.297,82.35299682617188,5.0,Jaguars
4,Extra Point Blocked,The number of extra points blocked.,XPB,1.0,,15.0,Jaguars
5,Extra Points Blocked Percentage,The percentage of extra points attempts that are blocked.,XPB%,2.703,5.881999969482422,16.0,Jaguars
6,Extra Points Made,The number of extra point attempts made.,XPM,36.0,2.0,6.0,Jaguars
7,Fair Catches,The number of fair catches.,FC,0.0,,1.0,Jaguars
8,Fair Catch Percentage,The percentage of kicks that are fair catches.,FC%,0.0,6.9679999351501465,1.0,Jaguars
9,Field Goal Attempts,The number of times a field goal is attempted.,FGA,35.0,2.0,8.0,Jaguars
10,Field Goal Attempts 1-19,The number of field goals attempted from 1-19 yards.,FGA 1-19,0.0,,4.0,Jaguars
11,Field Goal Attempts 20-29,The number of field goals attempted from 20-29 yards.,FGA 20-29,8.0,,5.0,Jaguars
12,Field Goal Attempts 30-39,The number of field goals attempted from 30-39 yards.,FGA 30-39,11.0,,5.0,Jaguars
13,Field Goal Attempts 40-49,The number of field goals attempted from 40-49 yards.,FGA 40-49,13.0,,3.0,Jaguars
14,Field Goal Attempts 50-59,The number of field goals attempted from 50-59 yards.,FGA 50-59,3.0,,13.0,Jaguars
15,Field Goal Attempts 60-99,The number of field goals attempted from 60-99 yards.,FGA 60-99,0.0,,6.0,Jaguars
16,Field Goal Attempts 50+,The number of field goals attempted from 50+ yards.,FGA 50+,3.0,,19.0,Jaguars
17,Field Goal Attempt Yards,The number of yards for field goal attempts.,FGAYDS,1305.0,76.0,8.0,Jaguars
18,Field Goal Percentage,The percentage of field goals attempted that are made.,FG%,85.714,79.70600128173828,7.0,Jaguars
19,Field Goals Blocked,The number of field goals that are blocked.,FGB,0.0,,1.0,Jaguars
20,Field Goals Blocked Percentage,The percentage of field goals attempted that are blocked.,CMP,0.0,,1.0,Jaguars
21,Field Goal Made,The number of times a field goal is made.,FGM,30.0,1.0,7.0,Jaguars
22,Field Goals Made 1-19,The number of field goals made from 1-19 yards.,FGM 1-19,0.0,,4.0,Jaguars
23,Field Goals Made 20-29,The number of field goals made from 20-29 yards.,FGM 20-29,8.0,,5.0,Jaguars
24,Field Goals Made 30-39,The number of field goals made from 30-39 yards.,FGM 30-39,10.0,,5.0,Jaguars
25,Field Goals Made 40-49,The number of field goals made from 40-49 yards.,FGM 40-49,10.0,,2.0,Jaguars
26,Field Goals Made 50-59,The number of field goals made from 50-59 yards.,FGM 50-59,2.0,,12.0,Jaguars
27,Field Goals Made 60-99,The number of field goals made from 60-99 yards.,FGM 60-99,0.0,,3.0,Jaguars
28,Field Goals Made 50+,The number of field goals made from 50+ yards.,50+,2.0,,15.0,Jaguars
29,Field Goals Made Yards,The total amount of yardage of field goals made.,FGMYDS,1091.0,64.0,9.0,Jaguars
30,Field Goals Missed Yards,The total amount of yardage of missed field goals.,FGMSYD,214.0,12.0,10.0,Jaguars
31,Kickoff Returns,The number of times a kickoff was returned.,KR,29.0,1.0,9.0,Jaguars
32,Kickoff Return Touchdowns,The number of times a kickoff was returned for a touchdown.,KRTD,0.0,,1.0,Jaguars
33,Kickoff Return Yards,The total amount of yardage of kick returns.,KRYDS,721.0,42.0,11.0,Jaguars
34,Kickoffs,The number of kickoffs taken.,K,89.0,5.0,6.0,Jaguars
35,Kickoff Yards,The total amount of yardage of kickoffs.,KYDS,5440.0,141.0,7.0,Jaguars
36,Long Field Goal Attempt,The distance of the longest field goal attempt.,LFGA,53.0,,14.0,Jaguars
37,Long Field Goal Made,The distance of the longest field goal made.,LNG,53.0,35.0,14.0,Jaguars
38,Long Kickoff,The distance of the longest kickoff.,LK,71.0,61.0,7.0,Jaguars
39,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Jaguars
40,Total Kicking Points,The number of total points earned kicking.,PTS,126.0,7.0,7.0,Jaguars
41,Touchback Percentage,The percentage of kickoffs that are touchbacks.,TB%,49.438,49.558998107910156,12.0,Jaguars
42,Touchbacks,The number of kickoffs that result in touchbacks.,TB,44.0,2.0,10.0,Jaguars
0,Defensive Fumbles Returns,The number of fumble returns.,DFR,0.0,,1.0,Jaguars
1,Defensive Fumble Return Yards,The amount of total yardage from fumble returns.,DFRYDS,0.0,,1.0,Jaguars
2,Fumble Recoveries,The number of fumble recoveries.,FR,13.0,,2.0,Jaguars
3,Fumble Recovery Yards,The amount of total yardage from fumble recoveries.,YDS,92.0,,4.0,Jaguars
4,Kick Return Fair Catches,The number of kick return fair catches.,KRFC,0.0,,1.0,Jaguars
5,Kick Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,KRFC%,0.0,,1.0,Jaguars
6,Kick Return Fumbles,The number of kick return fumbles.,KRF,0.0,,1.0,Jaguars
7,Kick Return Fumbles Lost,The number of kick return fumbles that are lost.,KRFL,0.0,,1.0,Jaguars
8,Kick Returns,The number of kick returns.,ATT,29.0,1.0,19.0,Jaguars
9,Kick Return Touchdowns,The number of kick return touchdowns.,TD,0.0,,6.0,Jaguars
10,Kick Return Yards,The total yardage of kick returns.,YDS,721.0,42.0,13.0,Jaguars
11,Long Kick Return,The longest kick return in yards.,LNG,54.0,22.0,12.0,Jaguars
12,Long Punt Return,The longest punt return in yards.,LNG,22.0,9.0,24.0,Jaguars
13,Miscellaneous Fumbles Returns,The number of fumble returns.,MFR,0.0,,1.0,Jaguars
14,Miscellaneous Fumble Return Yards,The amount of total yardage from fumble returns.,MFRYDS,0.0,,1.0,Jaguars
15,Opposition Fumble Recoveries,The number of fumble recoveries by the opposition.,OPFR,13.0,,2.0,Jaguars
16,Opposition Fumble Recovery Yards,The amount of total yardage from fumble recoveries by the opposition.,OFRYDS,2.0,,29.0,Jaguars
17,Opposition Special Team Fumble Returns,The number of fumble returns by the opposition's speical teams.,OPSTFR,0.0,,1.0,Jaguars
18,Opposition Special Team Fumble Return Yards,The amount of total yardage from fumble return by the opposition's special teams.,OFRYDS,0.0,,1.0,Jaguars
19,Punt Return Fair Catches,The number of punt return fair catches.,FC,14.0,,26.0,Jaguars
20,Punt Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,PRFC%,48.276,,24.0,Jaguars
21,Punt Return Fumbles,The number of punt return fumbles.,PRF,0.0,,1.0,Jaguars
22,Punt Return Fumbles Lost,The number of punt return fumbles that are lost.,PRFL,0.0,,1.0,Jaguars
23,Punt Returns,The number of punt returns.,ATT,29.0,1.0,16.0,Jaguars
24,Punt Returns Started Inside the 10,The number of punt returns started inside the 10.,PR 10,0.0,,1.0,Jaguars
25,Punt Returns Started Inside the 20,The number of punt returns started inside the 20.,PR 20,0.0,,1.0,Jaguars
26,Punt Return Touchdowns,The number of punt return touchdowns.,TD,0.0,,4.0,Jaguars
27,Punt Return Yards,The total yardage of punt returns.,YDS,230.0,13.0,22.0,Jaguars
28,Special Team Fumbles Returns,The number of special team fumble returns.,STFR,0.0,,1.0,Jaguars
29,Special Team Fumble Return Yards,The amount of total yardage from special team fumble returns.,STFRYD,0.0,,1.0,Jaguars
30,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Jaguars
31,Yards Per Kick Return,The average number of yards per kick return.,AVG,24.862,17.583999633789062,7.0,Jaguars
32,Yards Per Punt Return,The average number of yards per punt return.,AVG,7.931,6.8480000495910645,22.0,Jaguars
33,Yards Per Return,The average number of yards per return.,YDS/R,16.397,,13.0,Jaguars
0,Average Punt Return Yards,The average number of yards per punt return.,AVG,7.0,8.315999984741211,27.0,Jaguars
1,Fair Catches,The number of fair catches.,FC,10.0,,30.0,Jaguars
2,Gross Average Punt Yards,The average gross number of yards per punt.,AVG,49.345,49.92100143432617,3.0,Jaguars
3,Long Punt,The distance of the longest punt.,LNG,70.0,57.0,11.0,Jaguars
4,Net Average Punt Yards,The average net number of yards per punt.,NET,45.845,46.29499816894531,3.0,Jaguars
5,Punt Returns,The number of times a punt was returned.,ATT,29.0,1.0,16.0,Jaguars
6,Punt Return Yards,The total amount of yardage of punt returns.,YDS,203.0,11.0,23.0,Jaguars
7,Punts,The number of punts taken.,PUNTS,58.0,3.0,26.0,Jaguars
8,Punts Blocked,The number of times a punt was blocked.,PBLK,0.0,,11.0,Jaguars
9,Punts Blocked Percentage,The percentage of punts that are blocked.,PBLK%,0.0,,11.0,Jaguars
10,Punts Inside 10,The number of times a punt is downed inside the 10.,P 10,12.0,,5.0,Jaguars
11,Punts Inside 10 Percentage,The percentage of punts that end up inside the 10.,P 10%,20.69,,4.0,Jaguars
12,Punts Inside 20,The number of times a punt is downed inside the 20.,IN20,24.0,1.0,17.0,Jaguars
13,Punts Inside 20 Percentage,The percentage of punts that end up inside the 10.,IN20%,41.379,41.058998107910156,12.0,Jaguars
14,Punt Yards,The total amount of yardage of punts.,YDS,2862.0,168.0,22.0,Jaguars
15,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Jaguars
16,Touchback Percentage,The percentage of punts that are touchbacks.,TB%,10.345,8.038999557495117,7.0,Jaguars
17,Touchbacks,The number of kickoffs that result in touchbacks.,TB,6.0,,9.0,Jaguars
0,Defensive Points,The number of points scored on defense.,DP,0.0,4.0,11.0,Jaguars
1,Field Goals,The number of field goals made.,FG,30.0,1.0,11.0,Jaguars
2,Kick Extra Points,The number of extra points made.,PAT,36.0,2.0,13.0,Jaguars
3,Miscellaneous Points,The number of miscellaneous points scored.,MISP,0.0,,1.0,Jaguars
4,Passing Touchdowns,The total number of passing touchdowns.,PASS,25.0,1.0,14.0,Jaguars
5,Receiving Touchdowns,The total number of receiving touchdowns.,REC,25.0,1.0,14.0,Jaguars
6,Return Touchdowns,The total number of return touchdowns.,RET,4.0,,3.0,Jaguars
7,Rushing Touchdowns,The total number of rushing touchdowns.,RUSH,16.0,,11.0,Jaguars
8,Total Points,The number of total points scored.,PTS,404.0,23.0,10.0,Jaguars
9,Total Points Per Game,The number of points scored per game.,TP/G,23.765,,10.0,Jaguars
10,Total Touchdowns,The number of touchdowns scored in total.,TD,45.0,2.0,9.0,Jaguars
11,Total Two Point Conversions,The number of times a 2-point conversion is successful.,2PT,4.0,,2.0,Jaguars
12,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,3.0,,1.0,Jaguars
